Year,Week,Season,Customers,Orders,Units,Value,Return_Units,Return_Value,Partner,Delivery_Type,Store_Type,Next_Customer_Type,Return_Type,Markdown_Type,Despatch_Type
2023,24,S20231,61,86,199,6301.53,80,3166.6,Next,Courier,Courier,,Store,FP,Home
2023,2,S20231,149,210,482,15589.4,198,6724.14,Next,Parcelshop,Courier,,,FP,Branded
2023,23,S20231,1444,2034,4928,283284.68,2070,101144.36,Reiss,Store,UK_Reiss_Store,,,MD,Branded
2023,17,S20231,125,176,277,14044.37,119,3921.78,Next,Store,UK_Next_Store,,Courier,FP,Home
2023,20,S20231,746,1050,1502,49162.99,661,18390.3,Next,Parcelshop,Courier,,,FP,Branded
2023,15,S20231,64,90,192,3228.69,86,1518.49,Next,Courier,Courier,,Courier,MD,Branded
2023,10,S20231,158,222,393,9134.14,181,5258.52,Next,Store,UK_Next_Store,,Courier,FP,Home
2023,7,S20231,410,576,707,20291.25,332,13816.42,Next,Store,UK_Next_Store,,Courier,FP,WWR
2023,22,S20231,405,568,1212,17024.2,582,10218.73,Next,Store,UK_Next_Store,,,MD,Home
2023,19,S20231,24594,34476,70922,2275161.83,34752,1170578.17,Next,Courier,Courier,,,FP,MWR
2023,26,S20231,580,813,1662,30603.36,831,13006.43,JOJO,Store,UK_JOJO_Store,,,FP,Branded
2023,17,S20231,10,14,17,437.84,9,150.67,Next,Store,UK_Next_Store,LauraAshley,,FP,Branded
2023,22,S20231,40,56,134,2898.73,70,1287.12,Next,Store,UK_Next_Store,,Courier,MD,Branded
2023,5,S20231,10,14,22,959.79,12,549.7,Reiss,Parcelshop,Courier,,,MD,Branded
2023,17,S20231,10,14,29,335.72,16,231.53,JOJO,Parcelshop,Courier,,,FP,Branded
2023,18,S20231,10,14,32,835.09,18,681.12,Next,Parcelshop,Courier,,Store,MD,Branded
2023,20,S20231,20,28,56,824.29,31,570.38,Next,Parcelshop,Courier,,,MD,Branded
2023,8,S20231,10,14,27,660.6,15,385.35,Next,Store,UK_Next_Store,LauraAshley,Store,FP,Branded
2023,22,S20231,40,56,87,2988.34,50,1459.82,Next,Parcelshop,Courier,,,MD,Branded
2023,8,S20231,20,28,59,4820.08,35,1858.59,Reiss,Courier,Courier,,Store,MD,Branded
2023,7,S20231,80,112,246,8163.85,148,4174.85,Next,Parcelshop,Courier,,Courier,FP,Branded
2023,8,S20231,10,14,20,181.51,12,114.35,Next,Parcelshop,Courier,Bath and Body Works,,FP,Branded
2023,7,S20231,10,14,32,570.7,20,445.86,Next,Courier,Courier,,Courier,MD,Home
2023,3,S20231,30,42,59,6779.6,37,6164.84,Next,Courier,Courier,LauraAshley,Courier,FP,Home
2023,25,S20231,10,14,20,2155.91,13,1751.68,Next,Store,UK_Next_Store,,,FP,Home
2023,23,S20231,20,28,41,2369.71,27,1638.57,Next,Store,UK_Next_Store,,Store,MD,Home
2023,7,S20231,10,14,32,977.92,21,545.5,Next,Parcelshop,Courier,,Store,FP,Home
2023,10,S20231,10,14,22,2214.55,15,981.45,Reiss,Courier,Courier,,Store,FP,Mixed
2023,7,S20231,10,14,22,324.23,15,187.91,Next,Store,UK_Next_Store,,Courier,MD,MWR
2023,11,S20231,10,14,22,309.48,15,221.56,Next,Parcelshop,Courier,,Store,MD,MWR
2023,24,S20231,10,14,22,184.25,15,157.03,Next,Parcelshop,Courier,,Courier,MD,WWR
2023,14,S20231,10,14,17,163.23,12,167.07,Next,Store,UK_Next_Store,LauraAshley,,MD,WWR
2023,22,S20231,10,14,20,548.45,14,479.89,Next,Courier,Courier,LauraAshley,Courier,FP,WWR
2023,14,S20231,10,14,22,240.04,16,183.3,Next,Store,International_Next_Store,,,MD,WWR
2023,26,S20231,30,42,93,2294.43,69,1446.97,Next,Store,UK_Next_Store,,Store,FP,WWR
2023,26,S20231,20,28,53,3958.24,40,1941.78,Next,Courier,Courier,LauraAshley,,FP,Home
2023,5,S20231,50,70,122,26835.74,93,17388.24,Next,Courier,Courier,LauraAshley,Courier,FP,Home
2023,18,S20231,10,14,27,681.65,21,556.68,Next,Courier,Courier,LauraAshley,Store,MD,Home
2023,25,S20231,20,28,59,555.21,46,541.09,Next,Courier,Courier,,Courier,MD,Mixed
2023,3,S20231,5,7,14,877.78,11,1000.04,Reiss,Store,UK_Reiss_Store,,,FP,Mixed
2023,26,S20231,50,70,150,1556.64,120,1556.64,JOJO,Store,UK_JOJO_Store,,,MD,Mixed
2023,21,S20231,406,568,1176,51297.16,953,43648.39,Next,Store,UK_Next_Store,,Courier,FP,Branded
2023,12,S20231,1203,1682,3891,79702.64,3191,55559.36,Next,Courier,Courier,,,MD,WWR
2023,20,S20231,753,1052,2263,310138.67,1878,167293.98,Reiss,Courier,Courier,,Courier,FP,Branded
2023,10,S20231,454,634,1298,34506.66,1090,24630.52,GAP,Store,UK_Next_Store,,Store,FP,Branded
2023,4,S20231,13061,18236,34735,842028.13,29525,751516.47,Next,Courier,Courier,,,FP,MWR
2023,6,S20231,364,508,1111,12793.59,955,13746.49,Next,Parcelshop,Courier,,,FP,WWR
2023,1,S20231,739,1031,2403,128805.14,2091,162518,Reiss,Store,UK_Next_Store,,,MD,Branded
2023,18,S20231,66,92,212,2268.82,187,2501.59,Next,Courier,Courier,,,MD,MWR
2023,17,S20231,89,124,257,3605.56,229,3373.37,JOJO,Store,UK_JOJO_Store,,Store,FP,Branded
2023,6,S20231,524,730,1448,124499.79,1303,95227.72,Reiss,Store,UK_Next_Store,,,FP,Branded
2023,13,S20231,28,39,53,2121.03,0,0,Next,Courier,Courier,,Courier,MD,Branded
2023,6,S20231,724,1008,1667,213564.17,17,1851.23,Next,Courier,Courier,LauraAshley,,FP,Home
2023,17,S20231,6902,9605,21190,229629.68,424,4824.5,Next,Store,UK_Next_Store,,,MD,Mixed
2023,13,S20231,309,430,989,13738.34,30,520.92,Next,Store,UK_Next_Store,,Courier,FP,Mixed
2023,4,S20231,23,32,63,2060.61,3,142.28,Next,Courier,Courier,,Store,FP,Home
2023,16,S20231,46,64,104,2401.25,5,144.31,Next,Store,UK_Next_Store,LauraAshley,,FP,WWR
2023,25,S20231,43416,60384,141387,6037841.1,8483,380374.12,Next,Courier,Courier,,,FP,Branded
2023,17,S20231,338,470,698,28055.59,49,1674.09,Next,Store,UK_Next_Store,,Courier,FP,WWR
2023,9,S20231,305,424,965,19338.89,77,1003.02,Next,Parcelshop,Courier,,,FP,WWR
2023,5,S20231,491,682,1405,88456.77,126,6742.86,Reiss,Store,UK_Reiss_Store,,,FP,Branded
2023,16,S20231,605,840,1891,98302.45,189,10316.3,Reiss,Store,UK_Next_Store,,,FP,Branded
2023,25,S20231,49,68,129,949.16,14,128.76,Next,Courier,Courier,,Store,MD,Home
2023,17,S20231,205,284,669,7147.17,80,1239.27,Next,Store,UK_Next_Store,,Store,FP,CWR
2023,11,S20231,2233,3092,6794,573301.89,883,93138.35,Reiss,Courier,Courier,,,FP,Branded
2023,14,S20231,13,18,32,1061.95,4,139.38,GAP,Courier,Courier,,,FP,Branded
2023,10,S20231,13,18,41,572.49,6,71.21,VS,Courier,Courier,,Courier,MD,Branded
2023,26,S20231,39,54,93,5762.97,15,604.18,Next,Parcelshop,Courier,,Store,FP,Branded
2023,17,S20231,13,18,22,2007.66,4,310.27,Reiss,Parcelshop,Courier,,,FP,Branded
2023,2,S20231,1001,1386,3295,48997.6,593,9258.99,VS,Store,UK_Next_Store,,,FP,Branded
2023,13,S20231,13,18,22,71.9,4,16.34,Next,Store,UK_Next_Store,Bath and Body Works,Store,MD,Branded
2023,26,S20231,13,18,37,326.46,7,89.56,VS,Store,UK_Next_Store,,Store,MD,Branded
2023,8,S20231,13,18,22,196,5,55.68,Next,Courier,Courier,Bath and Body Works,Courier,MD,Branded
2023,23,S20231,13,18,34,894.88,7,193.45,Next,Parcelshop,Courier,,Store,FP,Home
2023,25,S20231,26,36,70,3965.14,16,770.37,Reiss,Store,UK_Reiss_Store,,,MD,Mixed
2023,18,S20231,39,54,97,3026.47,23,466.45,Next,Store,UK_Next_Store,,,FP,MWR
2023,5,S20231,13,18,34,969.47,9,218.13,Next,Courier,Courier,LauraAshley,Store,FP,WWR
2023,2,S20231,13,18,41,981.35,11,276.45,Next,Courier,Courier,,Courier,MD,Home
2023,6,S20231,315,436,933,15373.97,252,5190.57,GAP,Courier,Courier,,Store,FP,Branded
2023,6,S20231,344,476,882,81187.49,247,32967.46,Reiss,Store,UK_Reiss_Store,,Store,FP,Branded
2023,14,S20231,545,754,1592,108335.56,462,39298.86,Reiss,Store,UK_Next_Store,,,FP,Branded
2023,15,S20231,47,65,143,3463.36,43,1093.5,Next,Store,International_Next_Store,,,FP,WWR
2023,2,S20231,583,806,1295,262460.95,401,69080.94,Next,Courier,Courier,LauraAshley,,FP,Home
2023,3,S20231,55,76,149,5059.17,48,1059.37,Next,Courier,Courier,,Store,MD,Mixed
2023,18,S20231,685,946,2119,31697.3,699,8887.66,Next,Courier,Courier,,,MD,WWR
2023,17,S20231,21,29,63,850.1,21,297.54,Next,Store,UK_Next_Store,LauraAshley,,MD,Home
2023,12,S20231,365,504,661,12392.16,231,5413.37,Next,Store,UK_Next_Store,,Courier,FP,WWR
2023,16,S20231,29,40,63,988.52,23,523.29,VS,Store,UK_Next_Store,,Store,MD,Branded
2023,11,S20231,29,40,93,1522.76,34,695.88,Next,Courier,Courier,LauraAshley,,FP,WWR
2023,5,S20231,169,233,482,9343.47,183,3724.79,Next,Parcelshop,Courier,,,MD,Mixed
2023,17,S20231,254,350,841,23251.75,328,7708.19,Next,Courier,Courier,,,MD,MWR
2023,17,S20231,45,62,131,4001.06,52,1032.33,Next,Parcelshop,Courier,,Store,FP,MWR
2023,22,S20231,45,62,107,2708.78,44,946.81,Next,Store,UK_Next_Store,,,FP,MWR
2023,16,S20231,45,62,141,2251.26,59,989.12,Next,Courier,Courier,,Store,MD,MWR
2023,23,S20231,16,22,46,541.74,20,294.42,Next,Courier,Courier,Aubin,Store,MD,Branded
2023,23,S20231,16,22,41,389.14,18,247.72,VS,Courier,Courier,,,FP,Mixed
2023,15,S20231,8,11,20,618.21,9,347.74,Next,Store,Lipsy Concession,,,FP,Branded
2023,10,S20231,8,11,20,1284.71,9,607.03,Next,Store,UK_Next_Store,Aubin,Store,MD,Branded
2023,21,S20231,8,11,24,1302.49,11,507.43,Next,Store,Lipsy Concession,,Store,FP,Branded
2023,6,S20231,8,11,20,320.7,10,104.23,Next,Courier,Courier,,,MD,CWR
2023,6,S20231,8,11,17,540.39,8,216.16,Next,Parcelshop,Courier,,Courier,FP,Home
2023,17,S20231,8,11,20,466.84,10,245.09,Next,Courier,Courier,,Store,MD,Home
2023,10,S20231,8,11,20,1192.51,10,745.32,Reiss,Store,UK_Reiss_Store,,Store,FP,Mixed
2023,16,S20231,8,11,24,1710.65,12,1240.22,Reiss,Store,UK_Next_Store,,,FP,Mixed
2023,11,S20231,8,11,24,1085.61,13,735.05,Next,Courier,Courier,LauraAshley,Courier,FP,WWR
2023,10,S20231,163,224,510,8110.61,275,4592.04,Next,Courier,Courier,,Store,MD,WWR
2023,1,S20231,281,386,797,20630.98,438,9637.28,Next,Parcelshop,Courier,,,FP,WWR
2023,3,S20231,463,636,1504,36439.61,842,13260.24,Next,Parcelshop,Courier,,,FP,Mixed
2023,1,S20231,571,784,1361,21662.24,776,10498.47,Next,Store,UK_Next_Store,,Courier,MD,Mixed
2023,18,S20231,169,232,503,8373.69,292,5104.12,Next,Parcelshop,Courier,,,FP,MWR
2023,2,S20231,51,70,166,1153.36,98,851.12,VS,Courier,Courier,,Store,MD,Branded
2023,16,S20231,1026,1408,3212,61373.75,1927,53389.62,Next,Store,UK_Next_Store,,Store,FP,WWR
2023,23,S20231,35,48,107,6476.57,65,4917.96,Reiss,Courier,Courier,,,MD,Branded
2023,23,S20231,35,48,112,2907.41,69,1880.73,Next,Store,UK_Next_Store,,,FP,Home
2023,9,S20231,35,48,83,2566.2,52,1366.58,Next,Courier,Courier,LauraAshley,,FP,WWR
2023,10,S20231,159,218,523,11884.09,335,4947.92,Next,Courier,Courier,,,MD,Branded
2023,13,S20231,1611,2208,4508,190942.83,2930,105488.71,Next,Courier,Courier,,Store,FP,Home
2023,19,S20231,19,26,41,2961.64,27,2047.87,Reiss,Store,UK_Next_Store,,Store,FP,Mixed
2023,14,S20231,19,26,37,743.45,25,627.91,Next,Courier,Courier,,Store,MD,Home
2023,5,S20231,19,26,51,1069.16,35,1063.92,Next,Store,International_Next_Store,,,FP,MWR
2023,7,S20231,57,78,175,26010.3,121,22480.33,Next,Courier,Courier,LauraAshley,Courier,FP,Home
2023,5,S20231,19,26,61,1372.1,43,1015.58,Next,Courier,Courier,,Courier,MD,Mixed
2023,21,S20231,5535,7556,13028,642088.56,9250,387505.47,Next,Store,UK_Next_Store,,Store,MD,Branded
2023,22,S20231,833,1137,2336,31776.03,1682,14871.89,Next,Courier,Courier,,,MD,Home
2023,9,S20231,44,60,129,6639.5,94,4112.37,Reiss,Courier,Courier,,,MD,Branded
2023,5,S20231,22,30,37,956.53,27,732.91,Next,Store,International_Next_Store,,Store,MD,Mixed
2023,25,S20231,44,60,80,796.58,60,746.79,JOJO,Store,UK_Next_Store,,,FP,Mixed
2023,15,S20231,110,150,350,23178.1,266,25542.27,Reiss,Courier,Courier,,,FP,Mixed
2023,14,S20231,44,60,80,2200.26,62,2131.5,Next,Courier,Courier,LauraAshley,,FP,WWR
2023,10,S20231,11,15,32,810.39,25,664.77,Next,Courier,Courier,LauraAshley,,FP,Branded
2023,11,S20231,33,45,93,3637.68,73,2427.08,Next,Parcelshop,Courier,,,FP,Home
2023,18,S20231,11,15,29,1299.12,23,669.72,Next,Courier,Courier,,Store,MD,Home
2023,14,S20231,11,15,24,822.68,0,0,Next,Store,UK_Next_Store,,,FP,MWR
2023,20,S20231,11,15,34,602.65,0,0,Next,Parcelshop,Courier,,,FP,WWR
2023,19,S20231,11,15,34,625.11,1,22.98,Next,Courier,Courier,,Courier,FP,WWR
2023,4,S20231,91,124,287,9716.1,9,441.79,Next,Courier,Courier,,Courier,FP,Branded
2023,8,S20231,40227,54806,124547,5191523.76,4982,259582.44,Next,Store,UK_Next_Store,,Store,FP,Branded
2023,6,S20231,188,256,440,13401.17,22,703.56,Next,Parcelshop,Courier,,,FP,Home
2023,16,S20231,25,34,70,1659.57,4,80.61,Next,Parcelshop,Courier,,Store,MD,Mixed
2023,23,S20231,39,53,110,1906.91,8,90.14,Next,Store,UK_Next_Store,LauraAshley,,MD,WWR
2023,21,S20231,355,482,895,131001.36,72,8957.86,Next,Courier,Courier,,Courier,FP,Home
2023,6,S20231,14,19,37,422.45,3,35.97,Next,Courier,Courier,Bath and Body Works,Store,FP,Branded
2023,16,S20231,14,19,41,2092.03,4,255.13,Reiss,Store,UK_Next_Store,,Courier,MD,Branded
2023,18,S20231,115,156,313,2926.8,34,460.99,JOJO,Store,UK_JOJO_Store,,Store,FP,Branded
2023,24,S20231,191,259,539,29727.71,65,4481.22,Next,Courier,Courier,,Courier,FP,Branded
2023,15,S20231,239,324,778,8137.49,101,1109.23,Next,Store,UK_Next_Store,,,MD,WWR
2023,26,S20231,792,1072,2603,78673.49,364,9351.36,Next,Courier,Courier,,Courier,FP,WWR
2023,7,S20231,34,46,87,12798.73,13,1243.1,Next,Courier,Courier,LauraAshley,Courier,FP,Home
2023,1,S20231,17,23,51,2871.31,8,382.84,Reiss,Courier,Courier,,Courier,MD,Branded
2023,2,S20231,17,23,39,486.43,7,91.67,GAP,Courier,Courier,,,FP,Mixed
2023,13,S20231,17,23,51,756.93,9,166.97,Next,Store,UK_Next_Store,,Courier,FP,WWR
2023,15,S20231,17,23,53,483.82,10,132.37,Next,Parcelshop,Courier,,,MD,WWR
2023,10,S20231,71,96,223,12365.98,45,3119.22,Next,Courier,Courier,,Courier,FP,Branded
2023,2,S20231,554,749,1697,130088.36,356,28654.7,Reiss,Store,UK_Next_Store,,Store,MD,Branded
2023,8,S20231,49,66,112,2004.85,25,380.38,Next,Store,UK_Next_Store,LauraAshley,,MD,WWR
2023,10,S20231,7330,9872,20332,377673.35,4676,56457.82,Next,Courier,Courier,,,MD,Branded
2023,8,S20231,153,206,435,17352.05,104,3526.26,Next,Store,UK_Next_Store,,Store,FP,Home
2023,5,S20231,275,370,843,16638.21,211,4372.71,Next,Courier,Courier,,,FP,WWR
2023,23,S20231,1931,2596,6231,98333.88,1620,31957.33,Next,Courier,Courier,,Courier,FP,MWR
2023,4,S20231,61,82,117,1477.56,32,585.97,Next,Courier,Courier,,Store,MD,Home
2023,10,S20231,82,110,202,9030.92,57,3185.41,Next,Store,UK_Next_Store,,,FP,Branded
2023,1,S20231,77,103,160,5958.85,46,1798.83,Next,Store,UK_Next_Store,LauraAshley,Store,MD,Home
2023,7,S20231,1050,1402,2030,55168.34,609,14067.93,Next,Courier,Courier,,,MD,Home
2023,15,S20231,12,16,29,537.7,9,108.47,Next,Store,UK_Next_Store,,Courier,MD,Home
2023,24,S20231,3,4,5,88.72,2,30.16,JOJO,Parcelshop,Courier,,,FP,Branded
2023,6,S20231,3,4,7,97.94,2,29.38,Next,Courier,Courier,LauraAshley,,MD,Branded
2023,22,S20231,6,8,13,612.13,4,235.43,Next,Courier,Courier,Aubin,,FP,Branded
2023,12,S20231,3,4,7,174.98,2,72.49,Next,Parcelshop,Courier,,Store,FP,Branded
2023,9,S20231,12,16,34,430.7,12,190.01,GAP,Parcelshop,Courier,,Store,FP,Branded
2023,17,S20231,3,4,7,341.82,3,153.82,Next,Store,UK_Next_Store,,Courier,MD,Branded
2023,8,S20231,3,4,7,351.96,3,128.21,Next,Courier,Courier,Aubin,,FP,Branded
2023,22,S20231,3,4,5,178.59,2,46.43,Next,Courier,Courier,LauraAshley,Store,FP,Branded
2023,10,S20231,3,4,7,40.33,3,14.69,Next,Store,UK_Next_Store,Bath and Body Works,,MD,Branded
2023,4,S20231,3,4,5,143.64,2,60.33,Next,Courier,Courier,,Store,FP,Branded
2023,6,S20231,3,4,7,156.29,3,83.73,Next,Parcelshop,Courier,,Store,Mixed,Branded
2023,9,S20231,3,4,7,658.14,3,408.99,Reiss,Parcelshop,Courier,,Store,FP,Branded
2023,26,S20231,6,8,14,1480.82,6,793.3,Reiss,Parcelshop,Courier,,,FP,Branded
2023,11,S20231,3,4,5,38.41,2,16.13,Next,Courier,Courier,Bath and Body Works,Store,MD,Branded
2023,10,S20231,3,4,5,285.13,2,96.94,Next,Store,UK_VS_Store,,,FP,Branded
2023,3,S20231,3,4,7,213.16,3,59.38,Next,Store,UK_VS_Store,,Store,FP,Branded
2023,3,S20231,3,4,5,169.37,2,57.59,Childsplay,Courier,Courier,,Store,FP,Branded
2023,2,S20231,3,4,5,101.86,2,42.78,Next,Courier,Courier,Aubin,,MD,Branded
2023,2,S20231,3,4,7,17.48,4,12.49,Next,Courier,Courier,Bath and Body Works,Courier,MD,Branded
2023,12,S20231,3,4,7,47.01,4,38.95,GAP,Parcelshop,Courier,,Store,MD,Branded
2023,23,S20231,3,4,7,132.27,4,94.48,GAP,Courier,Courier,,Store,MD,Branded
2023,25,S20231,3,4,7,231.59,4,138.95,Next,Store,UK_Next_Store,,Mixed,FP,Branded
2023,15,S20231,3,4,7,91.33,4,44.36,Next,Courier,Courier,Bath and Body Works,Courier,MD,Branded
2023,15,S20231,3,4,5,120.98,3,47.18,VS,Parcelshop,Courier,,Courier,FP,Branded
2023,17,S20231,3,4,5,21.78,3,11.11,Next,Courier,Courier,Bath and Body Works,Store,MD,Branded
2023,7,S20231,15,20,34,464.88,19,272.78,GAP,Parcelshop,Courier,,,FP,Branded
2023,15,S20231,9,12,22,823.83,13,608.51,Reiss,Courier,Courier,,Courier,MD,Branded
2023,1,S20231,3,4,7,172.37,4,142.82,Next,Courier,Courier,LauraAshley,Mixed,FP,Branded
2023,11,S20231,3,4,7,106.46,4,76.04,Next,Store,UK_VS_Store,,,FP,Branded
2023,24,S20231,9,12,17,426.32,10,263.32,Next,Courier,Courier,Aubin,Courier,MD,Branded
2023,11,S20231,3,4,7,196.03,4,95.21,Next,Parcelshop,Courier,,,FP,Branded
2023,1,S20231,3,4,7,157.47,4,58.49,Next,Parcelshop,Courier,,Store,FP,Branded
2023,19,S20231,3,4,7,219.38,4,106.56,Next,Parcelshop,Courier,,,FP,Branded
2023,17,S20231,3,4,5,30.69,3,19.33,Next,Courier,Courier,Bath and Body Works,Courier,FP,Branded
2023,17,S20231,18,24,34,528.33,22,427.33,Next,Store,Lipsy Concession,,,FP,Branded
2023,10,S20231,9,12,22,639.86,15,632.59,Next,Store,UK_Next_Store,Aubin,,MD,Branded
2023,19,S20231,3,4,5,266.16,3,199.62,Reiss,Courier,Courier,,Courier,MD,Branded
2023,6,S20231,3,4,5,36.49,3,22.99,Next,Courier,Courier,Bath and Body Works,Store,MD,Branded
2023,15,S20231,6,8,17,300.73,12,180.44,Next,Courier,Courier,Bath and Body Works,Courier,FP,Branded
2023,18,S20231,3,4,5,88.34,0,0,GAP,Courier,Courier,,Courier,MD,Branded
2023,9,S20231,3,4,7,104.85,0,0,VS,Courier,Courier,,Courier,FP,Branded
2023,11,S20231,6,8,13,946.73,0,0,Reiss,Parcelshop,Courier,,,MD,Branded
2023,21,S20231,3,4,7,143.64,0,0,GAP,Courier,Courier,,Courier,FP,Branded
2023,18,S20231,3,4,5,170.99,0,0,Next,Store,International_Next_Store,,,FP,Branded
2023,24,S20231,3,4,7,84.5,0,0,VS,Courier,Courier,,Store,MD,Branded
2023,6,S20231,3,4,7,201.61,0,0,Next,Courier,Courier,Mixed,Mixed,FP,Branded
2023,13,S20231,3,4,7,47.24,0,0,GAP,Parcelshop,Courier,,Store,MD,Branded
2023,15,S20231,3,4,7,421.83,1,39.17,Next,Courier,Courier,Mixed,Store,MD,Branded
2023,22,S20231,3,4,7,202.4,1,24.58,Next,Store,UK_Next_Store,LauraAshley,Mixed,FP,Branded
2023,16,S20231,3,4,7,525.25,1,78.79,Reiss,Courier,Courier,,Courier,Mixed,Branded
2023,20,S20231,3,4,7,77.04,1,13.76,Next,Courier,Courier,Bath and Body Works,Courier,FP,Branded
2023,12,S20231,3,4,7,112.92,1,23.39,Reiss,Parcelshop,Courier,,,MD,Branded
2023,18,S20231,3,4,5,374.47,1,93.62,Next,Store,UK_Next_Store,Aubin,Store,MD,Branded
2023,13,S20231,3,4,7,191.57,1,28.74,VS,Parcelshop,Courier,,Store,FP,Branded
2023,23,S20231,3,4,7,211.24,1,25.65,Next,Courier,Courier,Aubin,Store,MD,Branded
2023,16,S20231,9,12,22,1137.23,4,134.4,Next,Courier,Courier,,,FP,Branded
2023,4,S20231,6,8,14,241.58,2,29.33,Next,Store,UK_Next_Store,Aubin,Store,MD,Branded
2023,1,S20231,3,4,7,56.92,1,8.54,VS,Parcelshop,Courier,,Store,MD,Branded
2023,6,S20231,3,4,7,30.03,1,5.36,Next,Parcelshop,Courier,Bath and Body Works,,MD,Branded
2023,15,S20231,3,4,5,62.91,1,18.24,GAP,Parcelshop,Courier,,,MD,Branded
2023,12,S20231,3,4,5,71.05,1,17.76,Next,Store,UK_Next_Store,LauraAshley,Store,MD,Branded
2023,17,S20231,3,4,5,122.52,1,25.73,Next,Courier,Courier,Aubin,Store,MD,Branded
2023,26,S20231,6,8,13,159.39,3,31.26,JOJO,Parcelshop,Courier,,,FP,Branded
2023,17,S20231,3,4,7,223.42,2,41.49,Next,Parcelshop,Courier,Mixed,,FP,Branded
2023,25,S20231,3,4,5,31.34,1,5.33,Next,Courier,Courier,Bath and Body Works,Courier,FP,Branded
2023,20,S20231,3,4,7,58.92,2,17.68,Next,Courier,Courier,Aubin,Courier,MD,Branded
2023,1,S20231,3,4,5,65.29,1,16.32,GAP,Parcelshop,Courier,,Courier,FP,Branded
2023,15,S20231,6,8,13,475.86,4,212.31,Next,Courier,Courier,Aubin,,MD,Branded
2023,7,S20231,6,8,14,123.87,4,44.24,Next,Courier,Courier,Bath and Body Works,Store,MD,Branded
2023,9,S20231,3,4,5,95.79,2,40.23,VS,Parcelshop,Courier,,Store,MD,Branded
2023,1,S20231,3,4,5,92.18,2,31.34,Next,Courier,Courier,LauraAshley,,MD,Branded
2023,3,S20231,3,4,5,125.82,2,32.71,Next,Courier,Courier,Aubin,,MD,Branded
2023,16,S20231,3,4,7,462.27,2,112.27,Reiss,Parcelshop,Courier,,Store,FP,Branded
2023,26,S20231,3,4,5,71.9,2,30.2,Next,Store,UK_Next_Store,,Courier,MD,Branded
2023,16,S20231,3,4,7,135.81,2,48.5,Next,Store,UK_Next_Store,Aubin,,FP,Branded
2023,14,S20231,6,8,10,1016.25,4,589.43,Reiss,Courier,Courier,,Courier,MD,Branded
2023,17,S20231,3,4,7,453.2,3,242.79,Reiss,Parcelshop,Courier,,Courier,MD,Branded
2023,23,S20231,3,4,5,278.45,2,116.95,Reiss,Store,International_Next_Store,,,MD,Branded
2023,6,S20231,3,4,7,55.69,3,20.29,Next,Courier,Courier,LauraAshley,,MD,Branded
2023,23,S20231,9,12,27,316.17,11,83.73,VS,Courier,Courier,,Courier,MD,Branded
2023,19,S20231,3,4,7,148.87,3,54.23,Next,Store,UK_Next_Store,Aubin,Store,MD,Branded
2023,4,S20231,3,4,5,37.95,2,15.94,VS,Store,UK_VS_Store,,Courier,MD,Branded
2023,19,S20231,3,4,5,144.95,2,72.48,Next,Store,International_Next_Store,,Courier,FP,Branded
2023,5,S20231,3,4,7,56.46,3,35.09,VS,Parcelshop,Courier,,Courier,MD,Branded
2023,13,S20231,6,8,13,430.16,6,248.17,GAP,Parcelshop,Courier,,Store,FP,Branded
2023,25,S20231,9,12,24,320.78,11,154.38,JOJO,Courier,Courier,,Store,MD,Branded
2023,2,S20231,3,4,7,551.14,3,200.77,Next,Courier,Courier,Aubin,Store,FP,Branded
2023,11,S20231,15,20,24,1500.18,12,487.56,Reiss,Courier,Courier,,,MD,Branded
2023,9,S20231,3,4,7,94.02,3,34.25,Next,Courier,Courier,LauraAshley,Store,FP,Branded
2023,22,S20231,3,4,7,104.85,4,62.91,Next,Store,UK_Next_Store,,Store,MD,CWR
2023,20,S20231,3,4,7,43.09,4,30.78,Next,Parcelshop,Courier,,,FP,CWR
2023,5,S20231,9,12,22,583.94,11,423.36,Next,Courier,Courier,,Store,MD,CWR
2023,6,S20231,18,24,39,647.16,21,435.59,Next,Store,UK_Next_Store,,,MD,CWR
2023,16,S20231,12,16,22,581.41,12,332.99,Next,Store,UK_Next_Store,,,MD,CWR
2023,16,S20231,3,4,7,90.26,4,43.84,Next,Courier,Courier,,Courier,FP,CWR
2023,15,S20231,3,4,7,56.46,4,20.97,Next,Courier,Courier,,Mixed,MD,CWR
2023,22,S20231,6,8,10,413.95,6,211.11,Next,Courier,Courier,,Courier,MD,Home
2023,5,S20231,3,4,7,279.6,4,167.76,Next,Store,International_Next_Store,LauraAshley,,FP,Home
2023,10,S20231,3,4,7,53.86,4,38.47,Next,Store,Lipsy Concession,,,FP,Home
2023,3,S20231,3,4,5,466.18,3,405.58,Next,Courier,Courier,LauraAshley,,MD,Home
2023,16,S20231,6,8,10,418.64,0,0,Next,Parcelshop,Courier,LauraAshley,,FP,Home
2023,15,S20231,3,4,7,53.46,0,0,Next,Mixed,Mixed,Mixed,,FP,Home
2023,22,S20231,3,4,5,489.69,0,0,Next,Courier,Courier,LauraAshley,,FP,Home
2023,1,S20231,3,4,7,69.36,0,0,Next,Store,UK_Next_Store,,Courier,MD,Home
2023,25,S20231,3,4,7,215.46,0,0,Next,Store,UK_Next_Store,LauraAshley,,FP,Home
2023,4,S20231,9,12,14,140.31,1,10.52,Next,Courier,Courier,LauraAshley,,MD,Home
